"Year";"BatchID";"MotherID";"FatherID";"ChickenID";"Sex";"Species";"Species_Latin"
2013;"";3148;2456;22863;"M";"Red Junglefowl";"G. g. gallus"
2013;"";2404;2446;22864;"";"Red Junglefowl";"G. g. gallus"
2013;"";2469;3153;22865;"";"Red Junglefowl";"G. g. gallus"
2013;"";3148;2456;22866;"M";"Red Junglefowl";"G. g. gallus"
2013;"";2469;3153;22867;"";"Red Junglefowl";"G. g. gallus"
2013;"";2404;2446;22868;"";"Red Junglefowl";"G. g. gallus"
2013;"";2454;2413;22869;"F";"Red Junglefowl";"G. g. gallus"
2013;"";2412;2455;22870;"F";"Red Junglefowl";"G. g. gallus"
2013;"";2454;2413;22871;"";"Red Junglefowl";"G. g. gallus"
2013;"";3144;2405;22872;"";"Red Junglefowl";"G. g. gallus"
2013;"";3152;2410;22873;"";"Red Junglefowl";"G. g. gallus"
2013;"";2469;3153;22874;"F";"Red Junglefowl";"G. g. gallus"
2013;"";3148;2456;22875;"";"Red Junglefowl";"G. g. gallus"
2013;"";2425;3170;22876;"";"Red Junglefowl";"G. g. gallus"
2013;"";3144;2405;22877;"";"Red Junglefowl";"G. g. gallus"
2013;"";2469;3153;22878;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34451;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34452;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34453;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34454;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34455;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34456;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34458;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34459;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34460;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34461;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34462;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34463;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34464;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34465;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34466;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34467;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34468;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34469;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34470;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34471;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34472;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34473;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34474;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34475;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34476;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34477;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34478;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34479;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34480;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34481;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34482;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34484;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34485;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34486;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34487;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34488;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34490;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34491;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34492;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34493;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34494;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34495;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34496;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34497;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34498;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34499;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34500;"M";"Red Junglefowl";"G. g. gallus"
2013;"";0;0;34599;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34678;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34679;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34680;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34681;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34682;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34683;"M";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34685;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34686;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34687;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34688;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34689;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34690;"";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34691;"F";"Red Junglefowl";"G. g. gallus"
2011;"";0;0;34692;"";"Red Junglefowl";"G. g. gallus"
2015;"";11881;11880;58801;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11881;11880;58802;"";"Red Junglefowl";"G. g. gallus"
2015;"";11881;11880;58803;"";"Red Junglefowl";"G. g. gallus"
2015;"";11881;11880;58804;"";"Red Junglefowl";"G. g. gallus"
2015;"";11878;11839;58805;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11878;11839;58806;"";"Red Junglefowl";"G. g. gallus"
2015;"";11878;11839;58807;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11878;11839;58808;"";"Red Junglefowl";"G. g. gallus"
2015;"";11878;11839;58809;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11878;11839;58810;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11907;11912;58811;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11907;11912;58812;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11907;11912;58813;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11907;11912;58814;"";"Red Junglefowl";"G. g. gallus"
2015;"";11862;11832;58815;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11862;11832;58816;"";"Red Junglefowl";"G. g. gallus"
2015;"";11862;11832;58817;"";"Red Junglefowl";"G. g. gallus"
2015;"";11862;11832;58818;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11862;11832;58819;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11824;11863;58820;"";"Red Junglefowl";"G. g. gallus"
2015;"";11824;11863;58821;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11824;11863;58822;"";"Red Junglefowl";"G. g. gallus"
2015;"";11824;11863;58823;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11824;11863;58824;"";"Red Junglefowl";"G. g. gallus"
2015;"";11835;11858;58825;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11835;11858;58826;"";"Red Junglefowl";"G. g. gallus"
2015;"";11835;11858;58827;"";"Red Junglefowl";"G. g. gallus"
2015;"";11835;11858;58828;"";"Red Junglefowl";"G. g. gallus"
2015;"";11835;11858;58829;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11835;11858;58830;"";"Red Junglefowl";"G. g. gallus"
2015;"";11891;11864;58831;"";"Red Junglefowl";"G. g. gallus"
2015;"";11891;11864;58832;"";"Red Junglefowl";"G. g. gallus"
2015;"";11891;11864;58833;"";"Red Junglefowl";"G. g. gallus"
2015;"";11891;11864;58834;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11891;11864;58835;"";"Red Junglefowl";"G. g. gallus"
2015;"";11891;11864;58836;"";"Red Junglefowl";"G. g. gallus"
2015;"";11876;11873;58837;"";"Red Junglefowl";"G. g. gallus"
2015;"";11876;11873;58838;"";"Red Junglefowl";"G. g. gallus"
2015;"";11876;11873;58839;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11876;11873;58840;"";"Red Junglefowl";"G. g. gallus"
2015;"";11876;11873;58841;"";"Red Junglefowl";"G. g. gallus"
2015;"";11876;11873;58842;"";"Red Junglefowl";"G. g. gallus"
2015;"";11872;11832;58843;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11835;11858;58844;"";"Red Junglefowl";"G. g. gallus"
2015;"";11869;11893;58845;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11869;11893;58846;"";"Red Junglefowl";"G. g. gallus"
2015;"";11869;11893;58847;"";"Red Junglefowl";"G. g. gallus"
2015;"";11869;11893;58848;"";"Red Junglefowl";"G. g. gallus"
2015;"";11869;11893;58849;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11869;11893;58850;"";"Red Junglefowl";"G. g. gallus"
2015;"";11882;11815;58851;"";"Red Junglefowl";"G. g. gallus"
2015;"";11882;11815;58852;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11882;11815;58853;"";"Red Junglefowl";"G. g. gallus"
2015;"";11882;11815;58854;"";"Red Junglefowl";"G. g. gallus"
2015;"";11882;11815;58855;"";"Red Junglefowl";"G. g. gallus"
2015;"";11829;11826;58856;"";"Red Junglefowl";"G. g. gallus"
2015;"";11829;11826;58857;"";"Red Junglefowl";"G. g. gallus"
2015;"";11829;11826;58858;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11829;11826;58859;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11829;11826;58860;"";"Red Junglefowl";"G. g. gallus"
2015;"";11829;11826;58861;"";"Red Junglefowl";"G. g. gallus"
2015;"";11833;11854;58862;"";"Red Junglefowl";"G. g. gallus"
2015;"";11833;11854;58863;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11833;11854;58864;"";"Red Junglefowl";"G. g. gallus"
2015;"";11833;11854;58865;"";"Red Junglefowl";"G. g. gallus"
2015;"";11833;11854;58866;"";"Red Junglefowl";"G. g. gallus"
2015;"";11833;11854;58867;"";"Red Junglefowl";"G. g. gallus"
2015;"";11908;11883;58868;"";"Red Junglefowl";"G. g. gallus"
2015;"";11908;11883;58869;"";"Red Junglefowl";"G. g. gallus"
2015;"";11908;11883;58870;"";"Red Junglefowl";"G. g. gallus"
2015;"";11908;11883;58871;"";"Red Junglefowl";"G. g. gallus"
2015;"";11908;11883;58872;"";"Red Junglefowl";"G. g. gallus"
2015;"";11827;11906;58873;"";"Red Junglefowl";"G. g. gallus"
2015;"";11827;11906;58874;"";"Red Junglefowl";"G. g. gallus"
2015;"";11827;11906;58875;"";"Red Junglefowl";"G. g. gallus"
2015;"";11827;11906;58876;"";"Red Junglefowl";"G. g. gallus"
2015;"";11827;11906;58877;"";"Red Junglefowl";"G. g. gallus"
2015;"";11885;11806;58878;"";"Red Junglefowl";"G. g. gallus"
2015;"";11885;11806;58879;"";"Red Junglefowl";"G. g. gallus"
2015;"";11885;11806;58880;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11885;11806;58881;"";"Red Junglefowl";"G. g. gallus"
2015;"";11837;11889;58882;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11837;11889;58883;"";"Red Junglefowl";"G. g. gallus"
2015;"";11837;11889;58884;"";"Red Junglefowl";"G. g. gallus"
2015;"";11837;11889;58885;"";"Red Junglefowl";"G. g. gallus"
2015;"";11837;11889;58886;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11837;11889;58887;"";"Red Junglefowl";"G. g. gallus"
2015;"";11845;11805;58888;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11845;11805;58889;"";"Red Junglefowl";"G. g. gallus"
2015;"";11845;11805;58890;"";"Red Junglefowl";"G. g. gallus"
2015;"";11845;11805;58891;"";"Red Junglefowl";"G. g. gallus"
2015;"";11845;11805;58892;"";"Red Junglefowl";"G. g. gallus"
2015;"";11845;11805;58893;"";"Red Junglefowl";"G. g. gallus"
2015;"";11823;11815;58894;"";"Red Junglefowl";"G. g. gallus"
2015;"";11823;11815;58895;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11823;11815;58896;"";"Red Junglefowl";"G. g. gallus"
2015;"";11823;11815;58897;"";"Red Junglefowl";"G. g. gallus"
2015;"";11823;11815;58898;"";"Red Junglefowl";"G. g. gallus"
2015;"";11823;11815;58899;"";"Red Junglefowl";"G. g. gallus"
2015;"";11884;11826;58900;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11884;11826;58901;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11884;11826;58902;"";"Red Junglefowl";"G. g. gallus"
2015;"";11884;11826;58903;"";"Red Junglefowl";"G. g. gallus"
2015;"";11914;11856;58904;"";"Red Junglefowl";"G. g. gallus"
2015;"";11914;11856;58905;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11914;11856;58906;"";"Red Junglefowl";"G. g. gallus"
2015;"";11914;11856;58907;"";"Red Junglefowl";"G. g. gallus"
2015;"";11914;11856;58908;"";"Red Junglefowl";"G. g. gallus"
2015;"";11909;11877;58909;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11909;11877;58910;"";"Red Junglefowl";"G. g. gallus"
2015;"";11909;11877;58911;"";"Red Junglefowl";"G. g. gallus"
2015;"";11909;11877;58912;"";"Red Junglefowl";"G. g. gallus"
2015;"";11909;11877;58913;"";"Red Junglefowl";"G. g. gallus"
2015;"";11909;11877;58914;"";"Red Junglefowl";"G. g. gallus"
2015;"";11843;11854;58915;"";"Red Junglefowl";"G. g. gallus"
2015;"";11843;11854;58916;"";"Red Junglefowl";"G. g. gallus"
2015;"";11843;11854;58917;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11843;11854;58918;"";"Red Junglefowl";"G. g. gallus"
2015;"";11843;11854;58919;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11843;11854;58920;"";"Red Junglefowl";"G. g. gallus"
2015;"";2294;11867;58921;"";"Red Junglefowl";"G. g. gallus"
2015;"";2294;11867;58922;"";"Red Junglefowl";"G. g. gallus"
2015;"";2294;11867;58923;"";"Red Junglefowl";"G. g. gallus"
2015;"";2294;11867;58924;"";"Red Junglefowl";"G. g. gallus"
2015;"";2294;11867;58925;"";"Red Junglefowl";"G. g. gallus"
2015;"";11890;11803;58926;"";"Red Junglefowl";"G. g. gallus"
2015;"";11890;11803;58927;"";"Red Junglefowl";"G. g. gallus"
2015;"";11890;11803;58928;"";"Red Junglefowl";"G. g. gallus"
2015;"";11890;11803;58929;"";"Red Junglefowl";"G. g. gallus"
2015;"";11831;11887;58930;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11831;11887;58931;"";"Red Junglefowl";"G. g. gallus"
2015;"";11831;11887;58932;"";"Red Junglefowl";"G. g. gallus"
2015;"";11831;11887;58933;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11831;11887;58934;"";"Red Junglefowl";"G. g. gallus"
2015;"";11808;11811;58935;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11808;11811;58936;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11808;11811;58937;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11808;11811;58938;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11808;11811;58939;"";"Red Junglefowl";"G. g. gallus"
2015;"";11879;11873;58940;"";"Red Junglefowl";"G. g. gallus"
2015;"";11879;11873;58941;"";"Red Junglefowl";"G. g. gallus"
2015;"";11879;11873;58942;"F";"Red Junglefowl";"G. g. gallus"
2015;"";11879;11873;58943;"";"Red Junglefowl";"G. g. gallus"
2015;"";11879;11873;58944;"";"Red Junglefowl";"G. g. gallus"
2015;"";11879;11873;58945;"";"Red Junglefowl";"G. g. gallus"
2015;"";11862;11832;58946;"";"Red Junglefowl";"G. g. gallus"
2015;"";11882;11815;58947;"M";"Red Junglefowl";"G. g. gallus"
2015;"";11827;11906;58948;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58930;58823;60376;"";"Red Junglefowl";"G. g. gallus"
2016;"";58930;58823;60377;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58930;58823;60378;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58930;58823;60379;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60380;"";"Red Junglefowl";"G. g. gallus"
2016;"";58829;58852;60381;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58829;58852;60382;"";"Red Junglefowl";"G. g. gallus"
2016;"";58829;58852;60383;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58829;58852;60384;"";"Red Junglefowl";"G. g. gallus"
2016;"";58829;58852;60385;"";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60386;"";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60387;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60388;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60389;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60390;"";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60391;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60392;"";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60393;"";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60394;"";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60395;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60396;"";"Red Junglefowl";"G. g. gallus"
2016;"";58839;58849;60397;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58839;58849;60398;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58839;58849;60399;"";"Red Junglefowl";"G. g. gallus"
2016;"";58839;58849;60400;"";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60534;"";"Red Junglefowl";"G. g. gallus"
2016;"";58819;58825;60535;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58819;58825;60536;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58819;58825;60537;"";"Red Junglefowl";"G. g. gallus"
2016;"";58905;58880;60538;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58905;58880;60539;"";"Red Junglefowl";"G. g. gallus"
2016;"";58905;58880;60540;"";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;60542;"";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;60543;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;60544;"";"Red Junglefowl";"G. g. gallus"
2016;"";58812;58882;60545;"";"Red Junglefowl";"G. g. gallus"
2016;"";58812;58882;60546;"";"Red Junglefowl";"G. g. gallus"
2016;"";58812;58882;60547;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58812;58882;60548;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58819;58825;60549;"";"Red Junglefowl";"G. g. gallus"
2016;"";58819;58825;60550;"";"Red Junglefowl";"G. g. gallus"
2016;"";58819;58825;60551;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58819;58825;60552;"";"Red Junglefowl";"G. g. gallus"
2016;"";58812;58882;60553;"";"Red Junglefowl";"G. g. gallus"
2016;"";58812;58882;60554;"";"Red Junglefowl";"G. g. gallus"
2016;"";58812;58882;60555;"";"Red Junglefowl";"G. g. gallus"
2016;"";58807;58947;60556;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58807;58947;60557;"";"Red Junglefowl";"G. g. gallus"
2016;"";58807;58947;60558;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58888;58805;60559;"";"Red Junglefowl";"G. g. gallus"
2016;"";58888;58805;60560;"";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60561;"";"Red Junglefowl";"G. g. gallus"
2016;"";58834;58809;60562;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58834;58809;60563;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58834;58809;60564;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58807;58947;60565;"";"Red Junglefowl";"G. g. gallus"
2016;"";58807;58947;60566;"";"Red Junglefowl";"G. g. gallus"
2016;"";58937;58845;60567;"";"Red Junglefowl";"G. g. gallus"
2016;"";58937;58845;60568;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58937;58845;60569;"";"Red Junglefowl";"G. g. gallus"
2016;"";58937;58845;60570;"";"Red Junglefowl";"G. g. gallus"
2016;"";58937;58845;60571;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;60573;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;60574;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;60576;"";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;60577;"";"Red Junglefowl";"G. g. gallus"
2016;"";58815;58843;60578;"";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60579;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60580;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60581;"";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60582;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60583;"";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60584;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58905;58880;60585;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58813;58863;60586;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58813;58863;60587;"";"Red Junglefowl";"G. g. gallus"
2016;"";58829;58852;60588;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58829;58852;60589;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58829;58852;60591;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58812;58882;60592;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58834;58809;60593;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58834;58809;60594;"";"Red Junglefowl";"G. g. gallus"
2016;"";58834;58809;60595;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58834;58809;60596;"";"Red Junglefowl";"G. g. gallus"
2016;"";58859;58900;60597;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58948;58936;60598;"";"Red Junglefowl";"G. g. gallus"
2016;"";58930;58823;60599;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58930;58823;60600;"";"Red Junglefowl";"G. g. gallus"
2016;"";58942;58801;60787;"";"Red Junglefowl";"G. g. gallus"
2016;"";58942;58801;60788;"";"Red Junglefowl";"G. g. gallus"
2016;"";58942;58801;60789;"";"Red Junglefowl";"G. g. gallus"
2016;"";58942;58801;60790;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58942;58801;60791;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58937;58845;60961;"";"Red Junglefowl";"G. g. gallus"
2016;"";58901;58858;60963;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58948;58936;60964;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58807;58947;60966;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58938;58811;60967;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58938;58811;60968;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60969;"";"Red Junglefowl";"G. g. gallus"
2016;"";58933;58919;60970;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58815;58843;60971;"";"Red Junglefowl";"G. g. gallus"
2016;"";58815;58843;60972;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58815;58843;60974;"";"Red Junglefowl";"G. g. gallus"
2016;"";58815;58843;60975;"";"Red Junglefowl";"G. g. gallus"
2016;"";58815;58843;60976;"";"Red Junglefowl";"G. g. gallus"
2016;"";58815;58843;60977;"";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60978;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60979;"";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60980;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58821;58895;60981;"";"Red Junglefowl";"G. g. gallus"
2016;"";58859;58900;60982;"";"Red Junglefowl";"G. g. gallus"
2016;"";58859;58900;60983;"";"Red Junglefowl";"G. g. gallus"
2016;"";58859;58900;60984;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58859;58900;60985;"";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60986;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60987;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60988;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60989;"M";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60990;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60991;"";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60992;"";"Red Junglefowl";"G. g. gallus"
2016;"";58818;58935;60993;"";"Red Junglefowl";"G. g. gallus"
2016;"";58937;58845;60995;"";"Red Junglefowl";"G. g. gallus"
2016;"";58937;58845;60996;"";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60997;"F";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60998;"";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;60999;"";"Red Junglefowl";"G. g. gallus"
2016;"";58810;58909;61000;"";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;63476;"";"Red Junglefowl";"G. g. gallus"
2016;"";58917;58886;63477;"";"Red Junglefowl";"G. g. gallus"
2016;"";58948;58936;63478;"";"Red Junglefowl";"G. g. gallus"
2016;"";58815;58843;63479;"F";"Red Junglefowl";"G. g. gallus"
